ID,Funcionario_ID,PDI_ID,Area,Lideranca,Data_Inicio,Data_Conclusao_Planejada,Data_Conclusao_Real,Status,Aderencia_Percentual,Evolucao_Competencias
275,176,402,Tecnologia,Líder 29,2024-07-01,2024-10-29,,Em Andamento,30.42,7.4
276,177,439,Inovação,Líder 15,2023-12-09,2024-07-06,2024-07-15,Concluído,72.28,7.19
277,179,148,Qualidade,Líder 40,2023-09-29,2024-01-27,2023-12-22,Concluído,87.89,7.25
278,179,181,Qualidade,Líder 34,2023-02-08,2023-07-08,,Em Andamento,55.0,6.27
279,180,462,Gente & Gestão,Líder 33,2023-09-29,2024-05-26,,Em Andamento,68.54,6.87
280,180,272,Gente & Gestão,Líder 41,2023-10-13,2024-03-11,2023-10-31,Concluído,85.84,7.51
281,180,75,Gente & Gestão,Líder 18,2023-10-08,2024-03-06,2023-11-06,Concluído,99.81,8.85
282,183,98,Suporte,Líder 38,2024-09-29,2024-12-31,2024-12-31,Concluído,73.06,7.34
283,183,468,Suporte,Líder 40,2024-11-29,2024-12-31,2024-12-07,Concluído,89.88,6.99
284,184,173,Gente & Gestão,Líder 49,2024-12-15,2024-12-31,2024-12-31,Concluído,95.96,8.68
285,184,297,Gente & Gestão,Líder 50,2024-11-19,2024-12-31,,Cancelado,2.73,5.94
286,185,459,Gente & Gestão,Líder 5,2022-07-11,2023-02-06,,Em Andamento,78.82,7.92
287,185,14,Gente & Gestão,Líder 4,2024-01-24,2024-11-19,,Cancelado,18.75,3.53
288,186,472,Atendimento,Líder 45,2024-09-14,2024-12-31,2024-10-19,Concluído,70.65,6.5
289,186,165,Atendimento,Líder 25,2022-12-04,2023-08-01,2023-06-18,Concluído,71.32,8.57
290,186,400,Atendimento,Líder 33,2023-12-30,2024-04-28,2024-01-12,Concluído,97.71,9.02
291,187,286,Atendimento,Líder 41,2024-08-21,2024-12-31,,Em Andamento,67.6,5.23
292,187,92,Atendimento,Líder 13,2024-12-07,2024-12-31,2024-12-31,Concluído,92.91,8.37
293,188,210,Vendas,Líder 18,2024-04-16,2024-12-31,2024-12-31,Concluído,78.15,7.26
294,188,345,Vendas,Líder 14,2024-08-17,2024-12-31,2024-10-15,Concluído,79.5,8.72
295,189,216,Produto,Líder 25,2024-09-30,2024-12-31,2024-10-27,Concluído,81.59,8.29
296,189,487,Produto,Líder 1,2024-11-19,2024-12-31,2024-12-31,Concluído,85.68,6.56
297,190,363,Financeiro,Líder 23,2024-05-01,2024-11-27,2024-11-18,Concluído,91.91,9.32
298,190,453,Financeiro,Líder 31,2024-12-30,2024-12-31,2024-12-31,Concluído,97.02,7.98
299,193,463,Produto,Líder 9,2023-09-10,2024-01-08,2023-09-13,Concluído,84.99,9.68
300,193,394,Produto,Líder 24,2024-01-23,2024-12-31,2024-06-28,Concluído,80.19,9.61
301,194,111,Inovação,Líder 14,2024-11-01,2024-12-31,2024-12-31,Concluído,71.44,8.36
302,195,429,Atendimento,Líder 30,2024-05-18,2024-12-31,,Cancelado,26.89,5.83
303,196,468,Vendas,Líder 46,2024-12-25,2024-12-31,2024-12-30,Concluído,78.15,7.07
304,196,362,Vendas,Líder 39,2024-10-05,2024-12-31,,Em Andamento,30.98,5.27
305,197,189,Inovação,Líder 36,2024-09-17,2024-12-31,,Cancelado,13.41,2.1
306,197,331,Inovação,Líder 24,2023-03-08,2023-09-04,,Cancelado,4.69,2.64
307,197,496,Inovação,Líder 17,2023-10-23,2024-09-17,2024-08-12,Concluído,88.66,8.33
308,198,211,Tecnologia,Líder 48,2024-10-20,2024-12-31,2024-12-31,Concluído,99.28,8.91
309,198,9,Tecnologia,Líder 20,2024-12-03,2024-12-31,2024-12-10,Concluído,74.59,9.38
310,198,249,Tecnologia,Líder 13,2024-11-17,2024-12-31,,Em Andamento,76.84,4.99
311,199,246,Atendimento,Líder 16,2024-12-13,2024-12-31,2024-12-31,Concluído,91.78,9.28
312,199,130,Atendimento,Líder 34,2024-08-12,2024-12-10,,Cancelado,11.53,5.74
313,201,289,Marketing,Líder 17,2024-08-30,2024-12-31,2024-09-19,Concluído,74.37,7.56
314,203,344,Produto,Líder 15,2023-10-17,2024-01-15,2023-11-02,Concluído,90.95,7.35
315,203,245,Produto,Líder 14,2024-08-09,2024-12-31,2024-12-10,Concluído,93.66,8.76
316,203,85,Produto,Líder 50,2024-03-23,2024-08-20,2024-10-14,Concluído,73.77,7.31
317,204,38,Gente & Gestão,Líder 11,2024-09-13,2024-12-31,,Em Andamento,67.45,6.8
318,204,49,Gente & Gestão,Líder 12,2024-11-20,2024-12-31,,Em Andamento,67.41,7.41
319,206,491,Produto,Líder 21,2023-11-08,2024-05-06,2024-06-10,Concluído,88.49,9.51
320,206,122,Produto,Líder 41,2024-04-25,2024-12-31,,Em Andamento,54.86,4.0
321,206,25,Produto,Líder 40,2023-08-29,2023-11-27,2023-10-13,Concluído,95.5,8.86
322,207,142,Marketing,Líder 32,2024-12-14,2024-12-31,2024-12-19,Concluído,71.16,9.84
323,207,151,Marketing,Líder 20,2024-12-15,2024-12-31,,Em Andamento,20.51,6.89
324,207,263,Marketing,Líder 47,2024-10-30,2024-12-31,2024-11-19,Concluído,77.2,8.67
325,210,265,Operações,Líder 10,2024-06-30,2024-12-31,,Cancelado,33.02,5.02
326,210,300,Operações,Líder 48,2024-07-19,2024-12-31,2024-08-16,Concluído,86.22,6.45
327,210,321,Operações,Líder 27,2024-10-03,2024-12-31,2024-12-31,Concluído,81.0,9.61
328,212,220,Produto,Líder 30,2024-12-23,2024-12-31,2024-12-31,Concluído,77.18,9.42
329,213,175,Operações,Líder 40,2024-09-24,2024-12-31,,Cancelado,32.55,3.78
330,213,197,Operações,Líder 8,2024-10-07,2024-12-31,2024-12-31,Concluído,81.65,9.13
331,213,189,Operações,Líder 5,2024-02-11,2024-12-31,,Em Andamento,51.63,5.99
332,214,354,Financeiro,Líder 24,2024-12-30,2024-12-31,2024-12-31,Concluído,86.69,8.73
333,214,355,Financeiro,Líder 10,2024-07-20,2024-12-31,2024-12-31,Concluído,99.37,6.2
334,216,151,Produto,Líder 41,2023-08-15,2024-02-11,2023-12-14,Concluído,88.72,9.78
335,217,298,Tecnologia,Líder 2,2024-09-28,2024-12-31,,Cancelado,24.9,2.28
336,217,83,Tecnologia,Líder 3,2024-07-27,2024-12-31,,Cancelado,14.25,3.69
337,217,70,Tecnologia,Líder 26,2024-05-01,2024-12-31,2024-12-12,Concluído,80.39,9.44
338,219,352,Marketing,Líder 20,2022-12-15,2023-07-13,2023-04-14,Concluído,79.77,6.1
339,219,496,Marketing,Líder 15,2022-07-28,2023-02-23,2022-08-23,Concluído,74.26,9.4
340,219,173,Marketing,Líder 1,2024-02-16,2024-11-12,2024-07-05,Concluído,72.75,9.13
341,220,154,Vendas,Líder 47,2023-11-28,2024-09-23,2024-06-21,Concluído,72.43,9.95
342,220,33,Vendas,Líder 13,2024-02-14,2024-12-31,2024-08-25,Concluído,92.83,6.3
343,220,27,Vendas,Líder 16,2024-06-03,2024-10-01,2024-08-23,Concluído,96.95,7.44
344,221,70,Marketing,Líder 18,2024-12-19,2024-12-31,2024-12-26,Concluído,78.63,8.67
345,221,324,Marketing,Líder 31,2024-12-11,2024-12-31,2024-12-30,Concluído,71.64,6.08
346,222,206,Tecnologia,Líder 13,2023-06-03,2024-01-29,2023-09-15,Concluído,78.91,7.19
347,222,205,Tecnologia,Líder 22,2024-11-10,2024-12-31,2024-11-20,Concluído,93.14,7.63
348,222,230,Tecnologia,Líder 29,2022-11-04,2023-07-02,2023-05-02,Concluído,80.53,9.27
349,223,171,Gente & Gestão,Líder 2,2024-11-18,2024-12-31,,Em Andamento,50.58,6.73
350,223,33,Gente & Gestão,Líder 36,2024-12-10,2024-12-31,,Em Andamento,61.98,7.63
351,223,58,Gente & Gestão,Líder 8,2024-11-25,2024-12-31,2024-12-31,Concluído,82.76,8.76
352,225,356,Qualidade,Líder 44,2023-07-23,2023-12-20,2024-02-01,Concluído,95.3,8.56
353,225,328,Qualidade,Líder 31,2024-07-21,2024-12-31,,Em Andamento,70.48,7.22
354,225,346,Qualidade,Líder 42,2024-11-09,2024-12-31,2024-12-31,Concluído,72.03,6.36
355,226,101,Qualidade,Líder 8,2023-09-21,2023-12-20,,Cancelado,7.73,2.72
356,226,143,Qualidade,Líder 31,2023-09-25,2024-08-20,,Cancelado,8.85,4.89
357,226,33,Qualidade,Líder 12,2024-11-12,2024-12-31,,Em Andamento,23.5,5.6
358,228,325,Financeiro,Líder 19,2023-07-19,2024-03-15,,Cancelado,24.37,3.35
359,229,251,Comercial,Líder 29,2024-03-23,2024-12-31,,Cancelado,23.82,3.96
360,229,297,Comercial,Líder 6,2024-05-12,2024-12-31,2024-08-15,Concluído,92.98,8.21
361,229,283,Comercial,Líder 1,2024-06-05,2024-12-31,2024-10-13,Concluído,90.66,7.52
362,231,392,Tecnologia,Líder 46,2023-07-04,2024-05-29,2023-10-15,Concluído,78.52,8.98
363,232,237,Gente & Gestão,Líder 41,2024-08-14,2024-12-31,,Em Andamento,41.98,4.42
364,235,132,Tecnologia,Líder 30,2024-11-10,2024-12-31,2024-12-25,Concluído,84.89,8.91
365,235,293,Tecnologia,Líder 31,2024-12-10,2024-12-31,,Cancelado,29.58,3.75
366,235,195,Tecnologia,Líder 25,2024-12-03,2024-12-31,2024-12-31,Concluído,74.58,6.89
367,236,483,Operações,Líder 32,2023-10-04,2024-01-02,,Em Andamento,30.16,7.83
368,237,95,Produto,Líder 27,2023-09-15,2024-07-11,2024-01-29,Concluído,97.19,6.67
369,238,194,Operações,Líder 43,2024-06-23,2024-12-31,2024-12-06,Concluído,72.49,7.57
370,239,177,Tecnologia,Líder 15,2024-05-04,2024-12-31,2024-10-31,Concluído,70.73,7.77
371,239,269,Tecnologia,Líder 48,2024-11-14,2024-12-31,2024-12-31,Concluído,89.39,7.83
372,239,279,Tecnologia,Líder 46,2023-09-12,2024-01-10,2023-11-14,Concluído,82.16,6.07
373,240,444,Financeiro,Líder 6,2024-07-09,2024-12-06,,Cancelado,23.47,5.24
374,240,69,Financeiro,Líder 27,2024-01-08,2024-11-03,2024-12-25,Concluído,96.08,9.27
375,240,414,Financeiro,Líder 11,2023-11-23,2024-03-22,2024-05-11,Concluído,71.31,8.81
376,243,475,Suporte,Líder 31,2024-09-12,2024-12-31,,Em Andamento,43.69,7.92
377,243,446,Suporte,Líder 18,2024-10-12,2024-12-31,2024-11-13,Concluído,83.8,6.68
378,244,344,Gente & Gestão,Líder 48,2024-12-21,2024-12-31,2024-12-31,Concluído,84.07,9.36
379,244,205,Gente & Gestão,Líder 43,2023-11-20,2024-02-18,2023-12-18,Concluído,70.62,6.2
380,245,77,Marketing,Líder 33,2024-12-12,2024-12-31,,Em Andamento,69.78,5.19
381,246,287,Produto,Líder 10,2024-04-14,2024-12-31,2024-10-14,Concluído,94.2,9.12
382,246,217,Produto,Líder 46,2024-04-22,2024-12-31,2024-10-30,Concluído,73.56,7.99
383,246,45,Produto,Líder 50,2024-12-24,2024-12-31,2024-12-31,Concluído,70.44,9.76
384,247,365,Vendas,Líder 21,2024-07-29,2024-12-31,,Em Andamento,47.11,5.12
385,247,499,Vendas,Líder 14,2024-05-02,2024-12-31,,Em Andamento,57.85,4.8
386,247,132,Vendas,Líder 43,2024-08-27,2024-12-31,,Cancelado,38.19,2.76
387,249,178,Marketing,Líder 35,2024-10-07,2024-12-31,2024-11-28,Concluído,79.28,8.16
388,249,399,Marketing,Líder 43,2024-06-29,2024-12-31,2024-12-31,Concluído,70.59,6.1
389,251,368,Marketing,Líder 7,2023-07-01,2024-03-27,2023-09-22,Concluído,94.19,6.58
390,251,308,Marketing,Líder 12,2022-09-21,2023-03-20,2023-03-23,Concluído,97.14,8.54
391,251,167,Marketing,Líder 28,2023-07-18,2024-04-13,2024-01-08,Concluído,92.22,7.65
392,252,450,Tecnologia,Líder 40,2023-03-08,2023-09-04,,Em Andamento,34.2,5.63
393,252,70,Tecnologia,Líder 21,2023-10-01,2024-08-26,2024-01-14,Concluído,91.18,9.18
394,253,5,Financeiro,Líder 45,2024-05-03,2024-12-31,,Em Andamento,66.1,7.83
395,253,276,Financeiro,Líder 21,2022-12-19,2023-03-19,2023-01-23,Concluído,87.53,9.22
396,253,118,Financeiro,Líder 1,2024-05-31,2024-12-31,,Cancelado,23.3,4.74
397,254,48,Operações,Líder 12,2024-03-07,2024-12-31,2024-12-31,Concluído,95.87,8.23
398,254,122,Operações,Líder 23,2024-04-19,2024-08-17,2024-08-24,Concluído,99.83,7.48
399,254,175,Operações,Líder 21,2024-02-18,2024-11-14,2024-06-18,Concluído,86.66,7.13
400,256,327,Atendimento,Líder 28,2024-12-08,2024-12-31,2024-12-31,Concluído,72.62,7.98
401,256,301,Atendimento,Líder 23,2024-08-12,2024-12-31,2024-10-28,Concluído,92.7,7.32
402,259,223,Produto,Líder 10,2024-02-21,2024-12-31,2024-06-27,Concluído,71.91,6.21
403,260,416,Vendas,Líder 30,2024-09-28,2024-12-31,2024-11-05,Concluído,91.51,6.48
404,260,284,Vendas,Líder 32,2024-12-08,2024-12-31,,Em Andamento,64.15,4.55
405,260,25,Vendas,Líder 48,2024-12-14,2024-12-31,2024-12-31,Concluído,73.47,6.93
406,263,448,Tecnologia,Líder 35,2024-07-16,2024-10-14,2024-08-29,Concluído,71.06,6.81
407,264,256,Operações,Líder 44,2024-02-14,2024-12-10,2024-08-12,Concluído,97.31,8.95
408,264,218,Operações,Líder 40,2024-07-04,2024-12-31,,Cancelado,7.88,5.05
409,264,8,Operações,Líder 36,2023-09-17,2023-12-16,2024-01-02,Concluído,98.36,9.14
410,266,58,Suporte,Líder 7,2024-05-12,2024-12-31,2024-08-08,Concluído,82.54,7.26
411,267,246,Tecnologia,Líder 30,2024-05-23,2024-11-19,2024-09-19,Concluído,83.18,6.27
412,268,87,Marketing,Líder 37,2024-12-07,2024-12-31,2024-12-19,Concluído,70.51,9.06
413,270,227,Tecnologia,Líder 46,2024-03-08,2024-11-03,2024-04-23,Concluído,83.48,8.74
414,270,459,Tecnologia,Líder 36,2024-04-04,2024-12-31,2024-11-10,Concluído,79.13,6.96
415,270,24,Tecnologia,Líder 33,2024-11-12,2024-12-31,2024-11-26,Concluído,84.79,8.54
416,271,498,Tecnologia,Líder 35,2024-10-10,2024-12-31,,Cancelado,10.49,5.77
417,272,89,Atendimento,Líder 46,2024-09-29,2024-12-31,2024-12-31,Concluído,99.57,9.31
418,273,96,Qualidade,Líder 34,2023-05-15,2023-12-11,2023-12-17,Concluído,91.44,6.29
419,273,131,Qualidade,Líder 6,2023-04-24,2024-02-18,2023-06-18,Concluído,76.4,8.55
420,274,239,Comercial,Líder 16,2024-12-30,2024-12-31,,Em Andamento,48.21,4.23
421,274,386,Comercial,Líder 27,2024-12-28,2024-12-31,,Em Andamento,59.07,7.46
422,274,233,Comercial,Líder 4,2024-12-29,2024-12-31,2024-12-31,Concluído,93.58,8.24
423,275,162,Vendas,Líder 33,2023-07-31,2024-02-26,2023-09-19,Concluído,75.33,6.27
424,276,318,Operações,Líder 1,2023-11-29,2024-06-26,,Em Andamento,35.72,6.75
425,276,184,Operações,Líder 27,2023-05-08,2024-05-02,2024-02-19,Concluído,99.22,7.1
426,276,345,Operações,Líder 33,2023-09-20,2024-02-17,,Em Andamento,78.92,6.57
427,277,368,Suporte,Líder 38,2024-12-31,2024-12-31,2024-12-31,Concluído,77.19,6.12
428,279,155,Financeiro,Líder 5,2024-12-06,2024-12-31,2024-12-25,Concluído,89.75,7.03
429,279,300,Financeiro,Líder 41,2024-12-12,2024-12-31,2024-12-13,Concluído,88.16,7.6
430,279,247,Financeiro,Líder 32,2024-12-13,2024-12-31,2024-12-31,Concluído,99.75,8.07
431,280,149,Inovação,Líder 27,2024-11-11,2024-12-31,2024-12-12,Concluído,94.82,6.03
432,281,37,Inovação,Líder 49,2024-04-01,2024-07-30,2024-04-30,Concluído,99.54,8.46
433,281,171,Inovação,Líder 47,2023-12-15,2024-08-11,2024-01-14,Concluído,90.66,9.51
434,282,332,Suporte,Líder 11,2024-03-28,2024-12-31,2024-12-20,Concluído,86.27,8.71
435,282,267,Suporte,Líder 21,2023-12-18,2024-10-13,2024-05-17,Concluído,85.78,6.2
436,283,164,Tecnologia,Líder 9,2024-05-27,2024-12-31,2024-12-03,Concluído,76.47,6.7
437,283,83,Tecnologia,Líder 24,2024-11-19,2024-12-31,2024-12-31,Concluído,91.27,6.1
438,283,240,Tecnologia,Líder 33,2023-11-28,2024-04-26,2024-06-06,Concluído,83.83,8.48
439,284,214,Atendimento,Líder 44,2024-03-25,2024-12-31,2024-08-12,Concluído,79.13,9.29
440,284,140,Atendimento,Líder 49,2023-10-08,2024-05-05,,Em Andamento,39.6,4.46
441,285,198,Inovação,Líder 37,2023-09-17,2024-01-15,2024-02-09,Concluído,92.86,7.08
442,285,128,Inovação,Líder 28,2024-12-22,2024-12-31,2024-12-31,Concluído,77.1,6.38
443,286,277,Operações,Líder 15,2024-12-31,2024-12-31,2024-12-31,Concluído,76.64,8.18
444,286,278,Operações,Líder 27,2024-12-14,2024-12-31,2024-12-31,Concluído,81.45,8.98
445,286,489,Operações,Líder 43,2024-12-25,2024-12-31,,Cancelado,23.2,3.95
446,287,370,Gente & Gestão,Líder 44,2024-11-11,2024-12-31,2024-12-31,Concluído,75.84,8.22
447,287,271,Gente & Gestão,Líder 25,2023-07-09,2024-05-04,2023-11-30,Concluído,86.96,8.44
448,287,44,Gente & Gestão,Líder 2,2024-10-03,2024-12-31,2024-11-15,Concluído,92.76,6.26
449,288,426,Qualidade,Líder 12,2023-12-31,2024-10-26,2024-11-14,Concluído,77.01,7.89
450,288,95,Qualidade,Líder 34,2023-10-15,2024-06-11,2024-06-24,Concluído,82.57,9.26
451,289,307,Marketing,Líder 31,2024-04-04,2024-12-31,2024-12-31,Concluído,71.48,7.49
452,289,70,Marketing,Líder 43,2024-02-06,2024-05-06,2024-06-08,Concluído,82.05,8.95
453,290,52,Tecnologia,Líder 48,2024-07-27,2024-12-24,2024-10-22,Concluído,70.82,6.57
454,290,416,Tecnologia,Líder 38,2024-09-21,2024-12-31,,Em Andamento,61.64,7.32
455,292,282,Inovação,Líder 11,2024-10-15,2024-12-31,2024-12-31,Concluído,98.02,8.74
456,292,354,Inovação,Líder 45,2024-12-22,2024-12-31,2024-12-31,Concluído,82.25,6.59
457,292,323,Inovação,Líder 29,2024-10-09,2024-12-31,2024-12-31,Concluído,93.59,8.41
458,295,466,Gente & Gestão,Líder 3,2024-11-02,2024-12-31,2024-11-27,Concluído,84.29,9.41
459,295,121,Gente & Gestão,Líder 14,2024-12-06,2024-12-31,2024-12-31,Concluído,78.46,8.46
460,295,241,Gente & Gestão,Líder 45,2024-08-23,2024-12-31,2024-12-24,Concluído,87.98,9.28
461,296,66,Comercial,Líder 31,2024-03-11,2024-09-07,2024-05-29,Concluído,71.48,6.79
462,296,461,Comercial,Líder 12,2024-03-28,2024-10-24,,Em Andamento,25.77,4.36
463,297,199,Atendimento,Líder 11,2024-07-01,2024-12-31,2024-07-24,Concluído,74.25,6.43
464,297,125,Atendimento,Líder 35,2024-08-11,2024-12-31,2024-12-27,Concluído,75.86,6.64
465,298,388,Gente & Gestão,Líder 50,2022-05-20,2023-03-16,2022-09-12,Concluído,94.7,9.62
466,298,366,Gente & Gestão,Líder 32,2024-10-27,2024-12-31,2024-11-05,Concluído,81.21,8.17
467,298,53,Gente & Gestão,Líder 44,2024-07-17,2024-10-15,2024-10-21,Concluído,79.64,7.79
468,300,152,Atendimento,Líder 3,2024-04-28,2024-12-31,2024-08-20,Concluído,98.63,6.26
469,300,150,Atendimento,Líder 4,2024-07-12,2024-12-31,,Em Andamento,60.58,5.41
470,300,85,Atendimento,Líder 39,2022-09-13,2022-12-12,,Cancelado,35.62,3.55
471,301,363,Qualidade,Líder 33,2024-03-11,2024-06-09,2024-04-08,Concluído,90.47,9.21
472,301,179,Qualidade,Líder 46,2022-12-25,2023-08-22,2023-04-26,Concluído,88.37,7.18
473,301,351,Qualidade,Líder 49,2022-09-13,2023-07-10,2023-09-06,Concluído,86.25,7.75
474,302,374,Qualidade,Líder 41,2022-09-28,2023-03-27,2022-11-02,Concluído,73.26,9.31
475,302,371,Qualidade,Líder 25,2023-04-11,2024-02-05,2024-01-24,Concluído,93.42,7.22
476,302,31,Qualidade,Líder 14,2023-04-06,2023-10-03,2023-05-15,Concluído,79.85,7.07
477,303,410,Suporte,Líder 41,2024-08-14,2024-12-31,2024-10-13,Concluído,90.16,7.99
478,304,256,Marketing,Líder 12,2022-12-18,2023-07-16,,Em Andamento,48.4,4.99
479,305,193,Operações,Líder 24,2024-11-29,2024-12-31,2024-12-31,Concluído,94.12,6.62
480,306,35,Operações,Líder 44,2024-11-25,2024-12-31,2024-12-31,Concluído,92.76,8.29
481,306,391,Operações,Líder 27,2024-11-23,2024-12-31,2024-12-31,Concluído,77.52,9.55
482,308,467,Financeiro,Líder 43,2022-07-29,2023-06-24,2022-12-26,Concluído,73.04,6.79
483,309,81,Vendas,Líder 27,2024-09-03,2024-12-31,,Em Andamento,23.7,7.2
484,309,235,Vendas,Líder 19,2023-11-09,2024-03-08,2024-02-10,Concluído,97.63,6.17
485,311,3,Produto,Líder 30,2024-05-13,2024-12-31,,Em Andamento,32.71,6.44
486,312,208,Suporte,Líder 17,2023-11-20,2024-02-18,,Em Andamento,38.02,7.56
487,312,449,Suporte,Líder 4,2024-02-29,2024-06-28,2024-07-26,Concluído,72.67,6.37
488,312,94,Suporte,Líder 19,2022-12-31,2023-08-28,2023-02-05,Concluído,78.73,9.19
489,314,316,Qualidade,Líder 27,2024-11-21,2024-12-31,,Cancelado,3.22,4.54
490,314,409,Qualidade,Líder 44,2024-10-28,2024-12-31,,Cancelado,1.41,5.96
491,315,195,Atendimento,Líder 22,2024-10-30,2024-12-31,2024-12-23,Concluído,92.69,6.79
492,315,347,Atendimento,Líder 49,2024-09-03,2024-12-31,2024-11-01,Concluído,96.2,9.42
493,316,264,Marketing,Líder 9,2024-08-04,2024-12-31,2024-12-31,Concluído,72.64,9.2
494,316,412,Marketing,Líder 22,2022-10-07,2023-03-06,,Em Andamento,59.5,4.4
495,316,306,Marketing,Líder 26,2024-09-12,2024-12-31,2024-12-17,Concluído,73.21,7.25
496,317,336,Inovação,Líder 38,2024-05-21,2024-12-17,,Cancelado,28.04,5.84
497,317,133,Inovação,Líder 21,2024-08-08,2024-12-31,2024-12-31,Concluído,83.52,8.39
498,319,83,Vendas,Líder 24,2024-05-06,2024-12-31,2024-11-03,Concluído,82.3,9.27
499,319,406,Vendas,Líder 34,2024-03-26,2024-06-24,2024-07-04,Concluído,85.04,9.5
500,320,259,Atendimento,Líder 3,2024-11-18,2024-12-31,,Em Andamento,33.82,6.2
501,320,146,Atendimento,Líder 43,2024-12-06,2024-12-31,2024-12-31,Concluído,86.38,6.98
502,320,497,Atendimento,Líder 34,2024-09-21,2024-12-31,,Em Andamento,63.03,6.62
503,321,366,Atendimento,Líder 14,2024-11-28,2024-12-31,2024-12-31,Concluído,77.28,6.98
504,321,134,Atendimento,Líder 30,2024-09-09,2024-12-31,2024-10-27,Concluído,83.49,7.54
505,321,177,Atendimento,Líder 18,2024-10-06,2024-12-31,2024-12-31,Concluído,83.57,9.24
506,322,490,Gente & Gestão,Líder 20,2024-04-27,2024-12-31,,Em Andamento,26.61,6.28
507,322,440,Gente & Gestão,Líder 8,2024-06-27,2024-12-31,,Em Andamento,43.8,6.29
508,325,41,Marketing,Líder 4,2024-01-12,2024-12-31,2024-03-29,Concluído,97.43,9.68
509,325,210,Marketing,Líder 34,2023-05-21,2024-04-15,2024-04-04,Concluído,71.43,9.97
510,326,321,Suporte,Líder 16,2023-10-30,2024-06-26,2024-01-27,Concluído,86.26,7.78
511,328,5,Operações,Líder 18,2024-12-01,2024-12-31,2024-12-31,Concluído,95.83,7.52
512,329,16,Atendimento,Líder 31,2024-12-18,2024-12-31,,Em Andamento,60.4,4.63
513,329,416,Atendimento,Líder 42,2024-12-27,2024-12-31,2024-12-31,Concluído,70.7,7.19
514,329,356,Atendimento,Líder 37,2024-11-06,2024-12-31,2024-12-31,Concluído,89.69,6.24
515,330,2,Atendimento,Líder 1,2024-05-17,2024-08-15,2024-07-03,Concluído,90.28,8.35
516,330,198,Atendimento,Líder 33,2023-08-01,2023-12-29,,Cancelado,13.41,5.44
517,331,241,Comercial,Líder 40,2024-10-18,2024-12-31,,Em Andamento,40.73,7.55
518,331,320,Comercial,Líder 39,2024-12-03,2024-12-31,2024-12-25,Concluído,82.83,8.68
519,332,7,Tecnologia,Líder 44,2024-11-01,2024-12-31,,Cancelado,13.09,2.82
520,332,69,Tecnologia,Líder 49,2024-08-12,2024-11-10,2024-11-22,Concluído,93.16,7.85
521,333,486,Marketing,Líder 2,2024-10-17,2024-12-31,2024-11-10,Concluído,75.52,6.83
522,333,353,Marketing,Líder 12,2024-10-20,2024-12-31,,Em Andamento,46.04,4.58
523,333,9,Marketing,Líder 7,2024-11-13,2024-12-31,2024-12-31,Concluído,77.67,6.81
524,336,401,Comercial,Líder 40,2024-06-27,2024-12-31,,Em Andamento,39.71,5.18
525,337,434,Vendas,Líder 14,2023-10-25,2024-08-20,2024-09-10,Concluído,83.88,7.62
526,338,268,Vendas,Líder 28,2024-11-24,2024-12-31,2024-12-31,Concluído,95.03,9.87
527,340,227,Gente & Gestão,Líder 31,2024-03-04,2024-06-02,2024-05-14,Concluído,95.73,8.65
528,340,467,Gente & Gestão,Líder 26,2024-06-26,2024-12-31,2024-08-29,Concluído,83.92,9.52
529,340,328,Gente & Gestão,Líder 26,2024-08-24,2024-12-31,2024-11-18,Concluído,70.44,8.05
530,341,104,Produto,Líder 42,2023-09-07,2024-08-02,2023-09-10,Concluído,92.48,9.78
531,342,276,Inovação,Líder 34,2024-01-04,2024-05-03,2024-05-06,Concluído,81.96,7.58
532,342,23,Inovação,Líder 27,2024-09-09,2024-12-31,2024-09-18,Concluído,72.05,7.59
533,342,55,Inovação,Líder 31,2024-07-26,2024-10-24,2024-12-18,Concluído,79.51,9.43
534,343,258,Financeiro,Líder 17,2023-06-22,2023-10-20,2023-07-03,Concluído,99.78,8.98
