ID,Funcionario_ID,Data_Pesquisa,NPS_Lideranca,Resultado_Pesquisa_Clima,Alertas_Comportamentais
709,506,2022-12-01,6,9.21,
710,1311,2022-12-01,6,5.78,Conflitos interpessoais
711,877,2022-12-01,0,6.1,
712,1107,2022-12-01,10,8.9,
713,1038,2022-12-01,7,9.22,
714,1457,2022-12-01,5,6.65,
715,2168,2022-12-01,7,7.05,
716,2612,2022-12-01,1,6.71,
717,1412,2022-12-01,4,5.3,
718,431,2022-12-01,5,6.41,
719,575,2022-12-01,9,5.6,
720,1121,2022-12-01,0,7.28,
721,2884,2022-12-01,7,8.68,
722,1621,2022-12-01,0,5.22,
723,2269,2022-12-01,8,7.41,
724,2236,2022-12-01,1,8.98,
725,2738,2022-12-01,4,9.18,
726,1811,2022-12-01,6,6.03,
727,2331,2022-12-01,9,9.04,
728,779,2022-12-01,3,9.22,
729,2541,2022-12-01,7,6.17,
730,2125,2022-12-01,6,6.27,
731,139,2022-12-01,7,5.98,
732,2605,2022-12-01,10,9.04,
733,1399,2022-12-01,5,6.02,
734,1222,2022-12-01,6,5.4,
735,627,2022-12-01,6,7.12,
736,1746,2022-12-01,10,8.88,Baixa participação em reuniões
737,1835,2022-12-01,1,8.2,
738,2274,2022-12-01,3,5.03,
739,131,2022-12-01,1,6.99,
740,2637,2022-12-01,5,6.53,
741,2275,2022-12-01,2,6.08,
742,2968,2022-12-01,9,6.09,
743,427,2022-12-01,4,8.19,
744,582,2022-12-01,8,5.42,
745,655,2022-12-01,1,9.33,Conflitos interpessoais
746,301,2022-12-01,6,5.2,Baixa participação em reuniões
747,1674,2022-12-01,10,5.58,
748,2870,2022-12-01,5,8.14,
749,26,2022-12-01,5,5.54,
750,96,2022-12-01,2,6.38,
751,1402,2022-12-01,9,5.23,
752,2667,2022-12-01,4,6.07,
753,128,2022-12-01,5,6.04,
754,1702,2022-12-01,10,8.74,
755,1832,2022-12-01,5,9.03,
756,1216,2022-12-01,7,5.71,
757,1509,2022-12-01,0,8.91,
758,1935,2022-12-01,6,9.34,
759,2099,2022-12-01,5,8.85,
760,494,2022-12-01,0,8.11,Desmotivação observada
761,354,2022-12-01,1,8.62,
762,1660,2022-12-01,4,7.66,
763,1068,2022-12-01,9,5.89,
764,2008,2022-12-01,6,6.57,
765,1786,2022-12-01,4,7.84,
766,1540,2022-12-01,6,5.27,
767,1814,2022-12-01,4,8.47,
768,1842,2022-12-01,9,8.14,
769,802,2022-12-01,8,7.36,
770,2903,2022-12-01,9,8.07,
771,620,2022-12-01,0,5.3,
772,1568,2022-12-01,9,7.96,
773,1090,2022-12-01,4,5.07,
774,1182,2022-12-01,1,6.11,
775,2708,2022-12-01,4,8.64,Isolamento da equipe
776,59,2022-12-01,4,5.09,
777,1055,2022-12-01,2,6.85,
778,1768,2022-12-01,10,7.06,
779,133,2022-12-01,10,6.35,
780,925,2022-12-01,6,8.55,Desmotivação observada
781,1260,2022-12-01,2,5.86,
782,411,2022-12-01,8,6.28,
783,523,2022-12-01,3,7.62,
784,327,2022-12-01,5,7.66,
785,2979,2022-12-01,5,7.22,
786,793,2022-12-01,4,8.23,
787,2701,2022-12-01,4,6.66,
788,720,2022-12-01,5,7.12,
789,4,2022-12-01,8,6.7,
790,430,2022-12-01,6,5.83,
791,1945,2022-12-01,8,5.64,
792,2978,2022-12-01,1,7.9,
793,478,2022-12-01,2,8.81,Desmotivação observada
794,628,2022-12-01,2,9.44,
795,1296,2022-12-01,5,7.11,
796,1625,2022-12-01,4,7.94,
797,2688,2022-12-01,4,7.84,
798,752,2022-12-01,3,7.12,
799,2744,2022-12-01,3,9.24,
800,1131,2022-12-01,6,6.18,
801,1563,2022-12-01,6,6.42,
802,2994,2022-12-01,3,6.23,
803,2207,2022-12-01,4,5.39,
804,2483,2022-12-01,1,6.6,
805,1083,2022-12-01,1,5.43,
806,2133,2022-12-01,5,5.68,
807,2951,2022-12-01,1,5.63,
808,110,2022-12-01,4,7.29,
809,708,2022-12-01,6,5.09,
810,2526,2022-12-01,4,7.56,
811,1636,2022-12-01,4,6.58,
812,1129,2022-12-01,7,7.79,
813,1777,2022-12-01,4,8.57,
814,2583,2022-12-01,2,7.21,
815,2389,2022-12-01,3,7.47,
816,397,2022-12-01,3,8.71,
817,9,2022-12-01,8,7.3,
818,2615,2022-12-01,6,5.46,
819,14,2022-12-01,10,6.29,
820,1458,2022-12-01,9,8.37,
821,2100,2022-12-01,2,6.96,
822,1067,2022-12-01,4,8.9,
823,1822,2022-12-01,10,7.14,
824,2908,2022-12-01,7,7.16,Falta de comunicação
825,683,2022-12-01,0,5.02,
826,222,2022-12-01,6,7.96,
827,783,2022-12-01,10,7.77,
828,2038,2022-12-01,1,8.93,
829,1473,2022-12-01,9,7.43,
830,273,2022-12-01,6,8.44,
831,2267,2022-12-01,10,8.77,
832,603,2022-12-01,5,8.08,
833,2474,2022-12-01,1,5.9,
834,1248,2022-12-01,3,5.57,
835,536,2022-12-01,0,6.33,
836,2801,2022-12-01,10,5.69,
837,1443,2022-12-01,8,7.81,
838,2735,2022-12-01,3,7.85,
839,1033,2022-12-01,3,6.42,
840,530,2022-12-01,7,7.98,
841,2461,2022-12-01,9,7.2,
842,734,2022-12-01,6,7.6,
843,1949,2022-12-01,5,5.1,
844,1094,2022-12-01,3,7.0,Conflitos interpessoais
845,1390,2022-12-01,7,6.33,
846,2693,2022-12-01,10,7.75,
847,579,2022-12-01,4,6.63,
848,1947,2022-12-01,1,6.83,
849,1825,2022-12-01,6,6.22,
850,122,2022-12-01,2,7.59,
851,2159,2022-12-01,1,8.57,
852,1084,2022-12-01,4,5.82,
853,1479,2022-12-01,10,7.14,
854,2703,2022-12-01,3,7.51,
855,1106,2022-12-01,7,8.96,
856,1985,2022-12-01,5,6.76,
857,1225,2022-12-01,1,7.41,
858,765,2022-12-01,5,9.09,
859,205,2022-12-01,9,6.05,
860,1628,2022-12-01,1,5.86,
861,1787,2022-12-01,0,9.37,Falta de comunicação
862,334,2022-12-01,5,8.5,
863,1388,2022-12-01,2,9.27,
864,1952,2022-12-01,10,6.69,Falta de comunicação
865,2804,2022-12-01,9,8.42,
866,1506,2022-12-01,8,5.15,
867,2492,2022-12-01,1,6.79,Desmotivação observada
868,626,2022-12-01,2,7.17,Isolamento da equipe
869,2387,2022-12-01,0,7.97,
870,1130,2022-12-01,0,7.7,
871,316,2022-12-01,10,8.25,
872,162,2022-12-01,9,7.14,
873,1589,2022-12-01,6,7.59,
874,1546,2022-12-01,4,5.72,Conflitos interpessoais
875,2225,2022-12-01,3,5.8,
876,1142,2022-12-01,10,7.6,
877,613,2022-12-01,4,8.92,
878,2700,2022-12-01,5,8.23,
879,138,2022-12-01,10,5.32,
880,2348,2022-12-01,8,5.44,
881,2494,2022-12-01,1,6.55,
882,2982,2022-12-01,7,5.22,
883,2827,2022-12-01,3,9.41,
884,840,2022-12-01,5,5.5,
885,2306,2022-12-01,7,8.23,
886,1304,2022-12-01,2,8.44,
887,2872,2022-12-01,0,5.66,
888,125,2022-12-01,10,9.19,
889,2668,2022-12-01,5,5.65,
890,970,2022-12-01,8,8.05,
891,2939,2022-12-01,2,7.42,
892,1421,2022-12-01,5,5.69,
893,1776,2022-12-01,2,5.66,Desmotivação observada
894,1616,2022-12-01,10,8.32,Desmotivação observada
895,2292,2022-12-01,2,7.47,
896,680,2022-12-01,0,5.55,
897,2791,2022-12-01,5,9.22,
898,90,2022-12-01,2,5.75,
899,2830,2022-12-01,0,7.96,Conflitos interpessoais
900,2690,2022-12-01,10,8.2,
901,785,2022-12-01,8,7.92,
902,838,2022-12-01,5,9.36,
903,151,2022-12-01,2,8.52,
904,2544,2022-12-01,6,6.12,
905,571,2022-12-01,5,5.32,
906,2746,2022-12-01,4,7.21,
907,2141,2022-12-01,4,5.74,
908,192,2022-12-01,9,5.17,
909,2635,2022-12-01,9,7.68,
910,1202,2022-12-01,7,7.65,
911,233,2022-12-01,5,6.81,
912,622,2022-12-01,10,7.79,
913,493,2022-12-01,7,5.83,
914,2199,2022-12-01,2,6.59,Falta de comunicação
915,2376,2022-12-01,6,6.09,
916,1843,2022-12-01,8,5.84,
917,2488,2022-12-01,5,5.17,
918,1411,2022-12-01,4,7.03,
919,926,2022-12-01,5,5.76,
920,1992,2022-12-01,3,6.89,
921,2209,2022-12-01,8,8.47,
922,1476,2022-12-01,1,5.07,
923,1714,2022-12-01,3,7.23,
924,823,2022-12-01,8,6.76,
925,2885,2022-12-01,1,6.77,
926,1565,2022-12-01,0,7.91,
927,1631,2022-12-01,7,5.62,Falta de comunicação
928,1456,2022-12-01,2,5.01,
929,415,2022-12-01,8,6.64,
930,572,2022-12-01,3,8.52,
931,459,2022-12-01,7,8.94,
932,2054,2022-12-01,0,9.25,
933,2068,2023-06-01,9,5.67,
934,267,2023-06-01,9,6.55,
935,431,2023-06-01,0,6.51,
936,1525,2023-06-01,3,6.39,
937,2847,2023-06-01,7,6.64,
938,1750,2023-06-01,9,7.52,
939,2016,2023-06-01,2,8.75,Baixa participação em reuniões
940,988,2023-06-01,1,6.38,
941,354,2023-06-01,1,8.49,Baixa participação em reuniões
942,1272,2023-06-01,2,6.8,
943,2282,2023-06-01,0,7.26,
944,2397,2023-06-01,0,5.42,
945,2776,2023-06-01,7,5.79,
946,298,2023-06-01,4,8.84,
947,4,2023-06-01,4,6.31,
948,1317,2023-06-01,2,6.57,Conflitos interpessoais
949,1804,2023-06-01,6,6.13,
950,1051,2023-06-01,8,5.66,
951,846,2023-06-01,3,6.97,Baixa participação em reuniões
952,535,2023-06-01,6,9.49,
953,2050,2023-06-01,5,6.72,
954,2883,2023-06-01,6,6.12,
955,1044,2023-06-01,10,5.82,
956,2753,2023-06-01,2,9.41,
957,2266,2023-06-01,10,6.07,
958,2007,2023-06-01,6,6.32,
959,2772,2023-06-01,4,6.79,
960,2803,2023-06-01,0,8.66,
961,1695,2023-06-01,10,7.63,
962,1166,2023-06-01,0,6.07,
963,2620,2023-06-01,10,8.67,
964,2933,2023-06-01,8,7.58,
965,375,2023-06-01,6,8.32,
966,2424,2023-06-01,10,7.38,
967,639,2023-06-01,4,9.39,
968,567,2023-06-01,8,5.03,
969,1556,2023-06-01,10,6.78,
970,84,2023-06-01,0,8.4,
971,2422,2023-06-01,4,5.01,
972,2204,2023-06-01,5,8.08,
973,1388,2023-06-01,8,6.07,
974,19,2023-06-01,9,9.0,
975,332,2023-06-01,0,9.04,Baixa participação em reuniões
976,683,2023-06-01,4,5.9,
977,1197,2023-06-01,2,8.05,
978,2784,2023-06-01,0,9.15,
979,1376,2023-06-01,5,7.31,
980,529,2023-06-01,10,9.02,
981,2403,2023-06-01,9,6.86,Desmotivação observada
982,2163,2023-06-01,2,7.36,
983,1375,2023-06-01,6,8.42,
984,2953,2023-06-01,0,9.34,
985,2225,2023-06-01,9,8.95,
986,2373,2023-06-01,5,5.75,
987,1014,2023-06-01,8,5.31,Falta de comunicação
988,83,2023-06-01,8,9.09,
989,2377,2023-06-01,8,7.63,
990,1498,2023-06-01,9,7.76,
991,1905,2023-06-01,7,7.1,
992,1445,2023-06-01,5,8.26,
993,330,2023-06-01,9,6.13,
994,723,2023-06-01,10,9.26,
995,308,2023-06-01,5,7.53,
996,1489,2023-06-01,9,6.67,
997,1304,2023-06-01,10,6.56,Baixa participação em reuniões
998,1536,2023-06-01,6,5.19,
999,1581,2023-06-01,6,6.68,
1000,1083,2023-06-01,8,8.32,
1001,2791,2023-06-01,9,9.18,
1002,95,2023-06-01,9,7.86,Conflitos interpessoais
1003,1200,2023-06-01,10,5.55,
1004,528,2023-06-01,7,7.5,
1005,1799,2023-06-01,4,8.98,
1006,829,2023-06-01,4,8.63,
1007,2186,2023-06-01,8,7.38,
1008,734,2023-06-01,10,6.96,
1009,905,2023-06-01,1,5.53,
1010,623,2023-06-01,1,9.39,
1011,1882,2023-06-01,2,6.2,
1012,2989,2023-06-01,9,5.42,Isolamento da equipe
1013,1958,2023-06-01,0,9.07,
1014,1740,2023-06-01,7,6.94,
1015,465,2023-06-01,2,8.27,
1016,418,2023-06-01,3,8.15,Falta de comunicação
1017,1067,2023-06-01,0,8.21,
1018,456,2023-06-01,4,7.54,
1019,1062,2023-06-01,4,7.89,
1020,841,2023-06-01,3,9.08,Desmotivação observada
1021,1247,2023-06-01,7,6.17,
1022,224,2023-06-01,6,7.33,Isolamento da equipe
1023,2200,2023-06-01,6,5.79,
1024,2148,2023-06-01,6,8.4,
1025,882,2023-06-01,2,8.54,
1026,2371,2023-06-01,2,6.54,
1027,324,2023-06-01,2,6.83,
1028,43,2023-06-01,7,9.04,
1029,110,2023-06-01,4,6.79,
1030,356,2023-06-01,5,5.15,
1031,2009,2023-06-01,1,8.34,Desmotivação observada
1032,893,2023-06-01,6,6.43,
1033,492,2023-06-01,4,7.33,
1034,1637,2023-06-01,7,7.12,
1035,1755,2023-06-01,8,8.09,
1036,1742,2023-06-01,0,7.41,
1037,1509,2023-06-01,4,9.0,
1038,1378,2023-06-01,9,6.73,Conflitos interpessoais
1039,751,2023-06-01,10,5.51,
1040,2770,2023-06-01,1,5.57,
1041,1419,2023-06-01,2,9.03,Isolamento da equipe
1042,2450,2023-06-01,5,8.85,
1043,1946,2023-06-01,5,5.76,
1044,952,2023-06-01,1,8.9,Baixa participação em reuniões
1045,2217,2023-06-01,2,6.21,
1046,2551,2023-06-01,5,6.14,
1047,1460,2023-06-01,3,7.32,
1048,1947,2023-06-01,7,7.02,
1049,1877,2023-06-01,10,5.53,
1050,362,2023-06-01,5,7.54,
1051,433,2023-06-01,7,8.54,
1052,1074,2023-06-01,2,6.11,
1053,2302,2023-06-01,10,6.8,Conflitos interpessoais
1054,2519,2023-06-01,6,8.69,
1055,415,2023-06-01,10,5.21,Desmotivação observada
1056,131,2023-06-01,2,9.16,Desmotivação observada
1057,2086,2023-06-01,3,5.05,
1058,1068,2023-06-01,8,5.63,
1059,610,2023-06-01,7,5.85,
1060,2938,2023-06-01,1,5.41,
1061,1712,2023-06-01,2,5.87,
1062,178,2023-06-01,3,5.59,
1063,2553,2023-06-01,1,6.43,
1064,1118,2023-06-01,7,5.32,
1065,565,2023-06-01,2,6.4,
1066,576,2023-06-01,3,9.23,
1067,1420,2023-06-01,10,8.51,
1068,134,2023-06-01,0,9.28,
1069,2800,2023-06-01,5,5.78,
1070,1084,2023-06-01,8,7.5,
1071,382,2023-06-01,10,9.49,Baixa participação em reuniões
1072,700,2023-06-01,3,6.69,
1073,2228,2023-06-01,10,8.1,
1074,884,2023-06-01,10,5.95,
1075,1226,2023-06-01,3,5.16,
1076,1636,2023-06-01,10,7.06,
1077,427,2023-06-01,0,6.93,
1078,2788,2023-06-01,1,8.47,Falta de comunicação
1079,741,2023-06-01,2,8.81,
1080,2575,2023-06-01,5,6.02,
1081,328,2023-06-01,4,7.17,
1082,2987,2023-06-01,10,9.37,
1083,563,2023-06-01,10,9.18,Desmotivação observada
1084,2942,2023-06-01,3,7.78,
1085,1595,2023-06-01,5,5.13,
1086,632,2023-06-01,7,5.56,
1087,871,2023-06-01,10,5.72,
1088,2526,2023-06-01,5,8.98,
1089,463,2023-06-01,9,7.62,
1090,1656,2023-06-01,10,5.01,
1091,2697,2023-06-01,0,8.44,
1092,2950,2023-06-01,1,7.77,
1093,2680,2023-06-01,3,8.94,
1094,1152,2023-06-01,3,6.27,
1095,1766,2023-06-01,9,6.13,
1096,797,2023-06-01,1,5.65,
1097,1565,2023-06-01,8,5.23,
1098,1503,2023-06-01,10,7.57,
1099,479,2023-06-01,8,9.36,
1100,1985,2023-06-01,5,5.51,
1101,793,2023-06-01,5,6.75,
1102,2294,2023-06-01,5,6.65,
1103,2494,2023-06-01,6,6.7,
1104,105,2023-06-01,1,7.56,
1105,2648,2023-06-01,9,7.84,Baixa participação em reuniões
1106,818,2023-06-01,8,8.05,
1107,1814,2023-06-01,0,7.01,
1108,2591,2023-06-01,5,8.51,
1109,1134,2023-06-01,0,6.93,
1110,1933,2023-06-01,7,6.65,
1111,2978,2023-06-01,0,6.19,
1112,2328,2023-06-01,6,5.94,
1113,14,2023-06-01,6,8.78,Desmotivação observada
1114,2564,2023-06-01,2,5.81,
1115,1692,2023-06-01,9,6.88,
1116,1924,2023-06-01,8,5.76,
1117,720,2023-06-01,6,8.64,
1118,1550,2023-06-01,2,6.52,
1119,1756,2023-06-01,1,7.74,
1120,1973,2023-06-01,1,5.38,
1121,1944,2023-06-01,2,8.86,Baixa participação em reuniões
1122,241,2023-06-01,8,6.26,
1123,215,2023-06-01,5,5.44,
1124,1373,2023-06-01,6,9.42,
1125,2769,2023-06-01,8,8.6,
1126,1115,2023-06-01,0,7.43,
1127,902,2023-06-01,5,9.27,Conflitos interpessoais
1128,2102,2023-06-01,10,7.78,
1129,697,2023-06-01,5,8.86,
1130,2605,2023-06-01,2,6.24,Conflitos interpessoais
1131,598,2023-06-01,8,7.18,
1132,399,2023-06-01,7,8.52,
1133,1119,2023-06-01,4,6.75,Conflitos interpessoais
1134,622,2023-06-01,3,5.43,Conflitos interpessoais
1135,230,2023-06-01,3,9.45,
1136,923,2023-06-01,0,6.88,Falta de comunicação
1137,706,2023-06-01,8,5.66,
1138,281,2023-06-01,8,6.73,
1139,2495,2023-06-01,5,5.25,
1140,112,2023-06-01,8,8.76,
1141,1382,2023-06-01,4,6.45,Isolamento da equipe
1142,2075,2023-06-01,10,6.72,
1143,2279,2023-06-01,3,5.53,
1144,1776,2023-06-01,0,7.97,
1145,2258,2023-06-01,1,8.74,
1146,2793,2023-06-01,7,8.92,
1147,2172,2023-06-01,3,9.24,Falta de comunicação
1148,709,2023-06-01,7,5.13,Conflitos interpessoais
1149,2486,2023-06-01,10,5.88,
1150,970,2023-06-01,3,9.21,
1151,2011,2023-06-01,3,7.46,
1152,2923,2023-06-01,0,8.54,
1153,2379,2023-06-01,8,5.65,
1154,1627,2023-06-01,2,7.56,Falta de comunicação
1155,1461,2023-06-01,10,7.43,
1156,1522,2023-06-01,10,7.25,
1157,1539,2023-06-01,8,8.6,
1158,2426,2023-06-01,0,7.29,
1159,932,2023-06-01,8,6.16,
1160,877,2023-06-01,1,8.3,
1161,1049,2023-06-01,8,8.36,
1162,659,2023-06-01,2,7.25,Baixa participação em reuniões
1163,885,2023-06-01,7,7.31,
1164,2337,2023-06-01,3,8.37,
1165,2469,2023-06-01,3,8.68,
1166,1237,2023-06-01,8,6.79,
1167,2929,2023-06-01,5,5.62,
1168,1907,2023-06-01,2,9.35,
1169,1206,2023-06-01,0,8.7,
1170,1428,2023-06-01,1,5.79,
1171,1566,2023-06-01,0,5.37,
1172,1080,2023-06-01,4,5.53,
1173,2380,2023-06-01,6,5.73,
1174,543,2023-06-01,0,7.51,Isolamento da equipe
1175,1108,2023-06-01,2,5.59,
1176,17,2023-06-01,0,6.68,
1177,1954,2023-06-01,5,8.65,
1178,1997,2023-06-01,3,9.44,
1179,1670,2023-06-01,4,8.83,Falta de comunicação
1180,2764,2023-06-01,1,5.05,
1181,1929,2023-06-01,1,7.32,
1182,2238,2023-06-01,0,5.59,
1183,2215,2023-06-01,6,6.91,
1184,612,2023-06-01,6,5.13,
1185,457,2023-06-01,8,5.37,
1186,1723,2023-06-01,9,5.97,
1187,1224,2023-06-01,5,9.49,
1188,2965,2023-06-01,9,6.87,
1189,890,2023-06-01,7,5.9,
1190,2782,2023-06-01,7,6.45,
1191,1717,2023-06-01,0,8.8,
1192,2435,2023-06-01,3,5.21,
1193,2841,2023-06-01,8,9.26,
1194,1091,2023-06-01,3,9.02,Desmotivação observada
1195,1564,2023-06-01,1,9.49,
1196,2265,2023-06-01,7,6.89,
1197,940,2023-06-01,0,6.19,
1198,2658,2023-06-01,4,7.69,
1199,343,2023-06-01,9,8.76,
1200,2394,2023-06-01,2,7.74,
1201,773,2023-06-01,5,8.22,
1202,2133,2023-06-01,3,7.48,
1203,1027,2023-06-01,9,6.48,
1204,1931,2023-06-01,2,5.73,
1205,2456,2023-06-01,9,6.7,
1206,1250,2023-06-01,2,6.89,
1207,2765,2023-06-01,7,6.56,
1208,964,2023-06-01,5,6.66,
1209,1797,2023-06-01,9,5.06,Desmotivação observada
1210,2998,2023-06-01,7,6.14,
1211,2932,2023-06-01,1,5.86,
1212,1490,2023-06-01,5,8.03,
1213,574,2023-06-01,5,7.39,
1214,592,2023-06-01,9,7.48,
1215,1957,2023-06-01,5,6.33,
1216,935,2023-06-01,10,5.34,
1217,707,2023-06-01,3,6.78,
1218,2771,2023-06-01,2,6.54,
1219,2682,2023-06-01,1,7.47,
1220,2207,2023-06-01,5,6.31,
1221,2856,2023-06-01,7,7.7,
1222,1173,2023-06-01,3,9.0,
1223,2981,2023-06-01,6,8.99,
1224,1282,2023-06-01,7,7.78,
1225,1153,2023-06-01,3,6.98,
1226,1427,2023-06-01,1,5.71,
1227,9,2023-06-01,2,7.38,
1228,502,2023-06-01,9,5.37,
1229,338,2023-06-01,0,5.97,Falta de comunicação
1230,678,2023-06-01,10,5.17,
1231,1563,2023-06-01,5,5.98,
1232,2822,2023-06-01,10,7.16,Falta de comunicação
1233,87,2023-06-01,9,8.58,
1234,1986,2023-06-01,5,8.12,
1235,1417,2023-06-01,1,6.58,Conflitos interpessoais
1236,2666,2023-06-01,8,8.41,
1237,403,2023-06-01,9,7.0,
1238,1157,2023-06-01,5,9.0,
1239,2195,2023-06-01,8,6.79,
1240,2396,2023-06-01,2,6.05,
1241,342,2023-06-01,9,5.68,
1242,133,2023-06-01,2,8.35,
1243,2626,2023-06-01,10,5.37,
1244,251,2023-06-01,1,7.48,
1245,733,2023-06-01,8,9.0,
1246,443,2023-06-01,2,8.47,
1247,1290,2023-06-01,2,7.27,
1248,2232,2023-06-01,3,6.92,
1249,22,2023-06-01,5,6.08,Baixa participação em reuniões
1250,233,2023-06-01,1,8.77,Isolamento da equipe
1251,2688,2023-06-01,4,7.02,
1252,976,2023-06-01,1,5.08,
1253,1773,2023-06-01,1,5.51,
1254,2487,2023-06-01,3,6.77,
1255,1390,2023-06-01,3,9.04,
1256,656,2023-06-01,8,6.05,
1257,1363,2023-06-01,0,6.12,
1258,12,2023-06-01,1,7.1,
1259,2303,2023-06-01,5,8.67,
1260,1974,2023-06-01,5,7.63,
1261,2624,2023-06-01,1,5.3,
1262,1364,2023-06-01,5,7.61,
1263,1891,2023-06-01,9,5.12,
1264,524,2023-06-01,1,5.65,
1265,1660,2023-06-01,7,5.01,
1266,1439,2023-06-01,5,8.96,
1267,1065,2023-06-01,7,7.57,
1268,2799,2023-06-01,3,8.79,
1269,2299,2023-06-01,10,7.95,
1270,27,2023-06-01,8,9.18,
1271,2128,2023-06-01,10,8.49,
1272,679,2023-06-01,3,5.47,Falta de comunicação
1273,1511,2023-06-01,4,5.47,
1274,991,2023-06-01,6,8.13,
1275,2483,2023-06-01,3,7.79,
1276,2532,2023-06-01,6,5.0,
1277,1802,2023-06-01,4,6.36,
1278,1225,2023-06-01,4,5.52,
1279,1661,2023-06-01,6,9.3,
1280,1144,2023-06-01,8,7.1,
1281,1011,2023-06-01,8,7.2,
1282,1481,2023-06-01,1,6.55,
1283,313,2023-06-01,6,7.43,
1284,228,2023-06-01,1,6.11,
1285,2307,2023-06-01,7,9.14,
1286,2804,2023-06-01,9,5.66,
1287,1132,2023-06-01,9,7.32,
1288,881,2023-06-01,8,5.98,
1289,1400,2023-06-01,2,6.29,
1290,484,2023-06-01,4,6.88,
1291,2081,2023-06-01,9,8.59,
1292,2665,2023-06-01,1,5.47,
1293,2943,2023-06-01,8,6.76,
1294,2951,2023-06-01,6,6.52,
1295,470,2023-06-01,5,6.14,
1296,2031,2023-06-01,1,7.0,
1297,1883,2023-06-01,4,5.68,
1298,1479,2023-06-01,10,8.19,
1299,1687,2023-06-01,3,8.86,
1300,312,2023-06-01,6,9.2,Isolamento da equipe
1301,585,2023-06-01,8,8.92,
1302,2725,2023-06-01,3,5.31,
1303,790,2023-06-01,0,6.01,
1304,2959,2023-06-01,6,7.83,
1305,1016,2023-06-01,7,6.26,
1306,957,2023-06-01,0,5.15,
1307,1682,2023-06-01,6,8.04,Desmotivação observada
1308,705,2023-06-01,6,8.4,
1309,1411,2023-06-01,1,5.9,
1310,2918,2023-06-01,4,9.1,
1311,2356,2023-06-01,7,9.46,
1312,2774,2023-06-01,5,8.2,
1313,1456,2023-06-01,8,5.31,
1314,684,2023-06-01,6,8.29,
1315,2986,2023-06-01,6,5.03,
1316,1790,2023-06-01,7,8.77,
1317,1216,2023-06-01,9,8.94,
1318,2743,2023-06-01,8,7.31,
1319,833,2023-06-01,9,9.06,
1320,222,2023-06-01,9,8.18,Conflitos interpessoais
1321,2120,2023-06-01,10,7.05,
1322,1444,2023-06-01,4,6.82,Isolamento da equipe
1323,997,2023-06-01,0,5.39,
1324,2485,2023-06-01,2,5.99,Desmotivação observada
1325,307,2023-06-01,8,7.37,Baixa participação em reuniões
1326,145,2023-06-01,8,6.17,
1327,591,2023-06-01,9,6.92,
1328,2713,2023-06-01,6,7.48,Baixa participação em reuniões
1329,987,2023-06-01,10,9.15,
1330,727,2023-06-01,7,6.36,
1331,1603,2023-06-01,0,5.27,
1332,675,2023-06-01,3,5.28,
1333,2984,2023-06-01,3,8.85,
1334,2260,2023-06-01,8,6.26,
1335,631,2023-06-01,7,8.88,
1336,1676,2023-06-01,0,6.76,
1337,641,2023-06-01,1,8.43,
1338,82,2023-06-01,5,6.74,
1339,1431,2023-06-01,5,7.19,
1340,1621,2023-06-01,8,7.99,
1341,2780,2023-06-01,9,6.29,Baixa participação em reuniões
1342,2541,2023-06-01,7,7.62,
1343,1701,2023-06-01,3,7.61,
1344,2323,2023-06-01,9,8.86,
1345,2437,2023-06-01,7,8.45,
1346,2283,2023-06-01,4,6.22,
1347,1691,2023-06-01,9,5.61,
1348,783,2023-06-01,3,5.05,
1349,153,2023-06-01,10,6.88,
1350,1811,2023-06-01,4,8.96,
1351,1019,2023-06-01,2,7.37,Baixa participação em reuniões
1352,2925,2023-06-01,1,9.13,
1353,1968,2023-06-01,1,8.58,
1354,374,2023-06-01,3,8.93,Baixa participação em reuniões
1355,1306,2023-06-01,5,8.04,
1356,1026,2023-06-01,2,5.65,
1357,649,2023-06-01,1,5.76,
1358,417,2023-06-01,2,7.0,
1359,2316,2023-06-01,6,6.81,
1360,1777,2023-06-01,3,6.24,
1361,202,2023-06-01,2,8.05,
1362,1918,2023-06-01,9,7.71,
1363,2004,2023-06-01,3,9.04,
1364,1657,2023-06-01,9,5.47,
1365,1101,2023-06-01,6,8.86,
1366,1262,2023-06-01,9,7.75,
1367,2651,2023-06-01,1,5.23,
1368,910,2023-06-01,8,8.09,
1369,1258,2023-06-01,3,7.36,
1370,2795,2023-06-01,6,6.92,
1371,2579,2023-06-01,8,5.44,
1372,205,2023-06-01,0,7.15,
1373,2702,2023-06-01,0,6.18,
1374,2463,2023-06-01,8,6.27,
1375,1267,2023-06-01,1,7.27,
1376,1241,2023-06-01,4,7.89,
1377,276,2023-06-01,10,6.38,
1378,386,2023-06-01,0,9.13,
1379,702,2023-06-01,8,8.16,Desmotivação observada
1380,1700,2023-06-01,6,6.14,
1381,2341,2023-06-01,1,8.86,
1382,725,2023-06-01,0,5.3,
1383,1443,2023-06-01,8,6.82,
1384,327,2023-06-01,10,8.74,
1385,2193,2023-06-01,10,7.82,
1386,2087,2023-06-01,0,6.15,
1387,1325,2023-06-01,2,5.91,
1388,1311,2023-06-01,8,7.94,
1389,1844,2023-06-01,5,6.59,
1390,211,2023-06-01,4,5.34,
1391,1731,2023-06-01,10,5.55,Baixa participação em reuniões
1392,2823,2023-06-01,5,6.35,
1393,1292,2023-06-01,4,5.3,
1394,1970,2023-06-01,8,8.15,
