ID,Funcionario_ID,Treinamento_ID,Nome_Treinamento,Data_Inicio,Data_Conclusao,Horas_Capacitacao,Aderencia_Plano_Educacional,Avaliacao_Eficacia,Status
315,71,32,Vendas Consultivas,2023-03-31,2024-07-26,32.75,85.74,6.83,Concluído
316,71,55,Python Avançado,2024-09-18,2024-12-23,26.81,76.53,9.2,Concluído
317,71,53,Gestão de Tempo,2023-06-08,2023-11-23,20.63,67.2,8.25,Concluído
318,72,6,Cloud Computing AWS,2024-10-28,2024-12-01,10.03,79.56,9.79,Concluído
319,72,6,Data Analytics,2024-09-17,,13.08,51.39,,Em Andamento
320,72,88,Customer Success,2023-12-18,2024-02-12,15.56,70.62,9.7,Concluído
321,73,74,Vendas Consultivas,2023-11-02,2024-07-25,20.14,69.23,8.61,Concluído
322,73,5,Negociação,2024-07-18,2024-08-09,29.03,89.94,8.56,Concluído
323,73,31,Design Thinking,2023-07-18,2023-07-26,20.95,70.72,6.64,Concluído
324,74,28,Power BI,2024-09-08,2024-11-07,27.82,61.81,7.0,Concluído
325,74,45,Agile/Scrum,2024-09-29,,2.74,3.0,,Cancelado
326,74,14,Machine Learning,2024-11-17,2024-12-23,19.75,64.97,6.57,Concluído
327,74,69,Vendas Consultivas,2024-09-13,2024-09-17,36.29,70.21,7.78,Concluído
328,74,42,Machine Learning,2024-12-30,2024-12-31,12.24,71.22,7.25,Concluído
329,74,25,Design Thinking,2024-12-07,,17.67,40.69,,Em Andamento
330,75,61,Python Avançado,2024-09-29,2024-12-14,23.22,76.1,6.7,Concluído
331,78,47,Negociação,2024-05-03,2024-05-15,23.76,81.88,6.5,Concluído
332,78,67,Machine Learning,2024-01-25,2024-08-20,36.04,77.34,7.49,Concluído
333,78,9,Negociação,2022-10-11,,16.26,23.81,,Em Andamento
334,78,92,Negociação,2024-07-24,2024-08-27,31.04,97.92,7.13,Concluído
335,78,49,Cloud Computing AWS,2024-03-15,2024-04-18,10.14,70.49,7.87,Concluído
336,78,34,Liderança e Gestão de Pessoas,2024-12-02,2024-12-28,11.83,68.06,7.74,Concluído
337,78,20,Excel Avançado,2023-03-11,2023-09-22,22.59,65.35,7.81,Concluído
338,78,30,Excel Avançado,2024-09-17,2024-09-18,30.8,60.27,7.22,Concluído
339,80,75,Power BI,2023-02-17,2024-04-04,27.56,76.5,7.14,Concluído
340,80,30,Cloud Computing AWS,2024-05-21,2024-09-03,24.19,63.83,8.22,Concluído
341,80,14,Machine Learning,2024-03-04,2024-11-09,29.15,91.24,9.24,Concluído
342,80,65,Oratória,2022-07-25,2024-05-30,36.33,74.6,8.32,Concluído
343,80,7,Oratória,2023-01-20,2023-08-13,10.3,62.54,7.59,Concluído
344,80,2,Power BI,2023-01-15,2024-05-14,6.62,78.2,9.04,Concluído
345,80,89,JavaScript Moderno,2023-10-15,2023-10-23,25.52,76.55,7.89,Concluído
346,80,54,Comunicação Eficaz,2023-11-04,2024-10-25,4.14,83.51,6.12,Concluído
347,81,78,Oratória,2022-12-20,2023-08-27,22.39,85.35,7.78,Concluído
348,81,8,Oratória,2023-09-06,,12.21,84.76,,Em Andamento
349,81,83,Oratória,2023-03-12,,8.14,31.49,,Cancelado
350,81,100,Negociação,2023-01-11,2023-09-24,24.6,69.8,8.37,Concluído
351,81,81,DevOps e CI/CD,2024-05-31,2024-12-16,9.35,77.55,6.7,Concluído
352,81,87,Vendas Consultivas,2024-03-11,2024-04-24,34.95,91.99,7.36,Concluído
353,81,71,Cloud Computing AWS,2023-05-29,,8.36,15.55,,Cancelado
354,83,20,Excel Avançado,2023-04-19,2023-07-15,5.35,99.34,7.11,Concluído
355,84,97,Gestão de Projetos,2023-12-05,2024-02-25,7.79,82.47,6.15,Concluído
356,84,58,DevOps e CI/CD,2023-07-28,2024-12-25,20.07,67.43,7.32,Concluído
357,84,58,Oratória,2024-10-08,2024-11-06,6.53,65.2,9.21,Concluído
358,84,88,Segurança da Informação,2024-05-09,2024-11-20,18.98,95.04,6.75,Concluído
359,84,47,Customer Success,2023-05-25,2024-12-28,18.68,61.97,9.44,Concluído
360,84,54,Machine Learning,2024-01-11,2024-10-18,18.86,68.77,7.0,Concluído
361,84,65,Product Management,2023-11-23,2024-06-01,21.12,63.42,7.67,Concluído
362,84,47,Comunicação Eficaz,2024-03-15,2024-11-17,21.35,95.57,8.86,Concluído
363,85,69,Gestão de Tempo,2024-05-24,,5.55,16.56,,Cancelado
364,85,25,Negociação,2024-12-26,2024-12-31,14.5,96.16,9.5,Concluído
365,86,50,Liderança e Gestão de Pessoas,2024-12-05,2024-12-06,13.61,93.3,6.73,Concluído
366,86,43,Machine Learning,2024-12-27,2024-12-31,8.34,66.92,9.25,Concluído
367,86,30,Excel Avançado,2024-12-22,2024-12-29,6.58,88.93,9.04,Concluído
368,86,66,Segurança da Informação,2024-12-13,2024-12-23,9.83,93.36,6.01,Concluído
369,86,71,Gestão de Projetos,2024-12-06,2024-12-27,13.2,84.44,6.63,Concluído
370,86,14,Gestão de Projetos,2024-12-19,2024-12-21,15.48,76.53,6.06,Concluído
371,87,27,Gestão de Projetos,2023-12-30,,15.43,18.63,,Em Andamento
372,87,76,Agile/Scrum,2023-04-07,2023-09-25,14.94,91.77,8.7,Concluído
373,87,41,Vendas Consultivas,2023-02-11,2024-03-31,5.54,74.58,7.49,Concluído
374,87,88,Machine Learning,2023-06-14,2023-11-14,11.64,98.9,8.22,Concluído
375,87,44,Machine Learning,2024-06-25,2024-09-21,4.11,94.86,7.58,Concluído
376,87,1,Customer Success,2023-12-13,2024-05-07,29.81,82.89,6.46,Concluído
377,87,87,Gestão de Projetos,2024-09-12,2024-09-27,17.66,98.95,7.63,Concluído
378,88,89,Customer Success,2024-02-04,,4.96,16.23,,Cancelado
379,89,11,Vendas Consultivas,2024-07-10,2024-11-06,17.56,63.66,8.81,Concluído
380,89,43,Vendas Consultivas,2024-06-20,2024-09-28,28.86,99.0,9.47,Concluído
381,90,35,Customer Success,2024-11-07,2024-12-28,13.46,82.26,6.07,Concluído
382,90,81,Cloud Computing AWS,2023-08-25,2024-11-13,11.0,66.3,8.1,Concluído
383,90,91,Vendas Consultivas,2024-03-07,2024-09-28,38.29,62.01,7.51,Concluído
384,90,82,Python Avançado,2023-12-02,2024-09-12,15.53,64.32,6.14,Concluído
385,90,14,Gestão de Projetos,2023-01-07,2023-11-17,12.03,70.4,8.11,Concluído
386,90,79,JavaScript Moderno,2024-09-22,2024-12-04,8.35,94.66,9.52,Concluído
387,90,89,Liderança e Gestão de Pessoas,2024-11-26,2024-12-10,27.58,84.03,9.52,Concluído
388,91,26,Vendas Consultivas,2024-07-10,,3.26,14.7,,Em Andamento
389,91,6,Comunicação Eficaz,2024-12-19,2024-12-27,15.89,83.86,8.43,Concluído
390,91,8,Machine Learning,2024-07-02,2024-11-22,17.95,97.54,7.94,Concluído
391,91,57,Product Management,2024-10-27,2024-12-24,19.09,99.01,9.45,Concluído
392,92,52,Design Thinking,2024-03-18,,1.47,3.96,,Cancelado
393,93,75,Segurança da Informação,2024-11-19,,9.97,24.25,,Cancelado
394,93,11,Data Analytics,2023-11-22,2024-09-25,8.77,68.72,7.53,Concluído
395,93,17,Excel Avançado,2024-09-17,2024-11-14,15.82,64.73,8.33,Concluído
396,93,89,Gestão de Projetos,2024-05-22,2024-07-03,28.12,84.98,8.15,Concluído
397,93,58,Comunicação Eficaz,2024-05-14,2024-09-27,37.33,93.62,6.55,Concluído
398,93,63,Product Management,2024-04-24,,3.12,15.55,,Cancelado
399,93,67,Comunicação Eficaz,2024-12-28,2024-12-31,22.22,94.86,7.56,Concluído
400,94,42,Negociação,2024-12-28,2024-12-30,36.86,87.71,6.49,Concluído
401,94,38,Excel Avançado,2024-12-22,2024-12-27,36.37,87.48,8.44,Concluído
402,94,44,Comunicação Eficaz,2024-12-29,2024-12-31,20.49,72.01,6.55,Concluído
403,94,21,JavaScript Moderno,2024-12-29,2024-12-31,6.29,93.09,7.01,Concluído
404,94,32,Oratória,2024-12-29,2024-12-31,5.97,94.88,9.92,Concluído
405,94,58,Gestão de Tempo,2024-12-23,,8.87,0.66,,Em Andamento
406,94,41,Oratória,2024-12-24,,9.47,1.24,,Cancelado
407,95,83,Negociação,2024-12-09,2024-12-31,28.81,82.39,9.62,Concluído
408,95,25,Design Thinking,2023-10-11,2024-10-14,20.53,61.18,7.88,Concluído
409,95,51,Excel Avançado,2024-02-10,2024-12-14,11.76,99.41,8.51,Concluído
410,95,87,Segurança da Informação,2024-08-16,2024-12-17,39.88,72.18,8.77,Concluído
411,95,52,Product Management,2024-07-24,2024-11-24,31.47,62.68,9.11,Concluído
412,95,30,Cloud Computing AWS,2023-06-02,2024-11-24,19.83,76.15,7.64,Concluído
413,96,96,Oratória,2023-09-21,2024-01-23,23.23,67.92,6.04,Concluído
414,96,33,DevOps e CI/CD,2022-12-26,2024-06-07,33.49,61.09,7.69,Concluído
415,96,41,Product Management,2023-09-26,2024-07-13,33.7,61.21,7.95,Concluído
416,97,84,Product Management,2024-01-07,2024-05-14,38.4,98.63,9.27,Concluído
417,97,70,Customer Success,2023-12-28,2024-08-23,7.92,61.94,7.52,Concluído
418,97,21,Liderança e Gestão de Pessoas,2023-05-26,2024-02-06,35.11,96.72,9.59,Concluído
419,98,42,Gestão de Projetos,2024-01-08,2024-01-18,25.21,94.34,7.42,Concluído
420,98,5,Gestão de Projetos,2024-05-22,2024-09-09,18.38,83.95,8.48,Concluído
421,98,39,Agile/Scrum,2024-10-29,2024-11-04,11.87,72.65,9.14,Concluído
422,98,59,Gestão de Projetos,2024-05-14,,4.21,28.19,,Em Andamento
423,98,12,Customer Success,2024-09-15,2024-10-04,29.03,80.69,7.85,Concluído
424,98,26,Cloud Computing AWS,2024-08-28,2024-12-29,37.02,89.71,9.37,Concluído
425,98,20,Power BI,2024-04-20,2024-12-17,15.83,72.43,9.37,Concluído
426,98,11,Gestão de Projetos,2024-02-12,2024-07-26,13.23,98.53,7.79,Concluído
427,99,54,Cloud Computing AWS,2024-11-10,2024-12-26,33.93,62.12,9.09,Concluído
428,99,63,Vendas Consultivas,2023-09-18,2024-02-23,6.8,86.02,6.25,Concluído
429,99,55,Power BI,2024-07-23,2024-08-28,18.69,85.38,6.85,Concluído
430,99,9,Design Thinking,2024-08-08,,8.52,38.65,,Em Andamento
431,99,59,JavaScript Moderno,2024-10-07,2024-12-16,6.22,99.15,7.12,Concluído
432,99,97,Cloud Computing AWS,2024-03-26,2024-05-04,28.3,97.74,9.49,Concluído
433,100,27,Gestão de Tempo,2024-06-27,2024-11-29,22.36,72.0,6.46,Concluído
434,100,92,Customer Success,2024-07-17,2024-09-23,33.35,73.71,9.3,Concluído
435,100,96,DevOps e CI/CD,2024-06-03,,11.59,77.71,,Em Andamento
436,100,37,Gestão de Projetos,2024-12-10,2024-12-18,22.4,99.96,9.13,Concluído
437,100,100,Segurança da Informação,2024-09-17,,6.41,68.82,,Em Andamento
438,100,48,Liderança e Gestão de Pessoas,2024-11-23,2024-12-26,26.26,72.69,9.48,Concluído
439,100,35,Oratória,2024-06-09,2024-09-06,5.86,72.61,8.69,Concluído
440,100,56,DevOps e CI/CD,2024-09-26,2024-12-14,6.14,85.09,6.09,Concluído
441,101,59,Python Avançado,2024-10-31,,15.0,69.42,,Em Andamento
442,102,49,Segurança da Informação,2024-10-27,2024-11-26,32.46,81.41,6.48,Concluído
443,102,98,Vendas Consultivas,2024-11-06,,6.36,10.01,,Cancelado
444,102,22,JavaScript Moderno,2024-12-17,2024-12-28,15.54,83.38,6.07,Concluído
445,103,64,Python Avançado,2024-07-14,,2.86,42.5,,Em Andamento
446,103,4,Power BI,2023-08-01,,8.16,17.01,,Em Andamento
447,103,21,Liderança e Gestão de Pessoas,2024-03-18,2024-07-04,26.82,89.84,9.78,Concluído
448,104,48,JavaScript Moderno,2024-11-05,,14.26,69.21,,Em Andamento
449,104,39,Design Thinking,2024-12-20,,8.37,35.52,,Cancelado
450,104,29,Gestão de Tempo,2024-12-05,2024-12-29,32.68,81.85,9.7,Concluído
451,104,88,Power BI,2024-12-12,2024-12-22,24.9,61.18,6.83,Concluído
452,104,57,Design Thinking,2024-11-09,,5.54,14.14,,Cancelado
453,104,87,Oratória,2024-12-02,2024-12-31,10.73,94.21,8.12,Concluído
454,105,2,Machine Learning,2023-01-31,2023-10-07,33.89,80.74,8.42,Concluído
455,105,99,Agile/Scrum,2024-02-25,2024-08-29,19.56,83.54,8.52,Concluído
456,105,44,Negociação,2023-05-26,2023-06-14,32.56,90.15,9.33,Concluído
457,105,27,DevOps e CI/CD,2023-01-08,2024-01-30,28.44,60.14,8.56,Concluído
458,105,58,Cloud Computing AWS,2023-11-01,2024-09-24,23.23,74.27,8.03,Concluído
459,106,17,Liderança e Gestão de Pessoas,2023-09-04,2024-02-26,5.24,86.52,9.54,Concluído
460,106,27,Liderança e Gestão de Pessoas,2024-04-17,2024-05-12,36.19,99.23,9.55,Concluído
461,106,64,Excel Avançado,2023-08-24,2024-12-07,33.73,79.2,8.13,Concluído
462,106,2,Data Analytics,2024-01-21,2024-05-31,14.72,91.16,9.3,Concluído
463,106,96,Machine Learning,2024-03-31,2024-05-12,24.67,86.11,9.64,Concluído
464,108,88,Agile/Scrum,2024-12-19,2024-12-26,11.05,67.19,7.95,Concluído
465,109,56,Product Management,2024-07-03,,6.55,11.28,,Em Andamento
466,110,74,Product Management,2024-01-28,2024-03-02,13.89,79.55,9.96,Concluído
467,111,70,Design Thinking,2024-12-29,2024-12-30,19.13,88.29,9.95,Concluído
468,111,25,Power BI,2024-12-29,,9.11,30.48,,Cancelado
469,111,23,Gestão de Projetos,2024-12-31,2025-01-01,30.51,81.0,8.54,Concluído
470,112,64,Customer Success,2023-05-09,,9.41,2.38,,Cancelado
471,113,5,Agile/Scrum,2024-08-08,,14.8,24.1,,Em Andamento
472,113,51,Oratória,2024-08-02,2024-12-23,14.68,69.41,9.43,Concluído
473,113,36,Machine Learning,2023-12-03,2024-05-05,34.65,89.58,7.53,Concluído
474,113,83,Machine Learning,2023-11-08,2024-05-28,5.74,78.17,6.25,Concluído
475,114,16,Machine Learning,2024-08-04,2024-09-16,35.88,64.89,6.29,Concluído
476,114,80,Liderança e Gestão de Pessoas,2023-06-28,2023-07-25,33.03,70.29,8.02,Concluído
477,114,51,Oratória,2023-06-14,2024-09-24,27.59,73.79,6.24,Concluído
478,115,81,Segurança da Informação,2024-12-17,,9.71,29.79,,Em Andamento
479,115,29,Design Thinking,2024-10-31,2024-11-02,20.19,92.22,9.55,Concluído
480,115,11,Product Management,2024-12-14,2024-12-23,30.22,97.27,9.07,Concluído
481,115,62,Gestão de Projetos,2024-12-03,2024-12-22,29.78,68.7,9.35,Concluído
482,116,1,Vendas Consultivas,2024-06-11,2024-07-23,18.48,61.72,6.87,Concluído
483,116,4,Vendas Consultivas,2024-02-17,,5.48,78.93,,Em Andamento
484,116,5,Comunicação Eficaz,2024-07-18,,5.13,70.88,,Em Andamento
485,116,45,Gestão de Projetos,2023-09-21,2024-05-18,38.31,70.48,7.4,Concluído
486,116,55,Data Analytics,2024-10-28,2024-12-05,26.18,63.57,9.16,Concluído
487,116,82,Data Analytics,2024-06-05,2024-10-04,6.9,65.64,9.42,Concluído
488,116,23,Data Analytics,2023-10-05,2024-06-21,33.13,78.99,6.66,Concluído
489,116,96,Product Management,2024-01-02,2024-10-07,35.16,62.12,9.07,Concluído
490,117,2,Oratória,2024-12-09,,8.32,39.56,,Cancelado
491,117,65,Oratória,2024-11-17,2024-11-23,29.69,90.87,6.43,Concluído
492,117,100,Gestão de Projetos,2024-01-21,2024-02-21,35.67,72.74,7.59,Concluído
493,117,67,Segurança da Informação,2024-12-04,2024-12-09,7.34,88.09,7.78,Concluído
494,118,30,Gestão de Projetos,2024-12-11,2024-12-26,7.41,96.01,10.0,Concluído
495,119,15,JavaScript Moderno,2023-12-25,2024-08-29,37.56,86.14,6.81,Concluído
496,119,56,Agile/Scrum,2023-11-18,2024-06-08,4.24,81.04,8.14,Concluído
497,119,61,Comunicação Eficaz,2024-06-13,,8.48,4.03,,Cancelado
498,119,73,Power BI,2024-05-09,,17.12,38.5,,Em Andamento
499,119,57,Customer Success,2024-02-18,2024-05-24,14.51,72.7,7.37,Concluído
500,120,62,Oratória,2023-11-17,,13.52,44.22,,Em Andamento
501,120,50,Power BI,2024-02-25,,8.73,34.92,,Em Andamento
502,120,4,Liderança e Gestão de Pessoas,2022-11-15,2024-09-12,39.07,79.22,7.0,Concluído
503,120,8,Python Avançado,2022-12-27,2024-09-17,4.61,85.86,7.41,Concluído
504,120,79,Segurança da Informação,2024-06-23,2024-12-05,6.76,63.9,9.98,Concluído
505,120,63,Product Management,2024-04-14,2024-06-26,30.55,86.02,6.89,Concluído
506,121,83,JavaScript Moderno,2024-05-01,2024-10-28,19.07,85.55,6.37,Concluído
507,121,65,Gestão de Tempo,2024-11-06,2024-12-31,28.65,92.17,6.92,Concluído
508,121,100,Vendas Consultivas,2023-12-27,2024-12-11,37.27,87.34,9.27,Concluído
509,121,94,Gestão de Projetos,2024-06-20,2024-10-29,30.46,88.79,6.35,Concluído
510,121,69,DevOps e CI/CD,2024-06-01,2024-07-21,33.82,97.2,6.11,Concluído
511,121,26,Liderança e Gestão de Pessoas,2024-05-08,,13.5,19.39,,Em Andamento
512,121,67,Comunicação Eficaz,2024-08-27,2024-10-22,12.99,87.7,8.11,Concluído
513,122,90,Segurança da Informação,2024-03-10,2024-07-16,31.26,65.8,7.14,Concluído
514,122,96,Comunicação Eficaz,2022-09-23,2023-02-18,20.7,81.47,6.38,Concluído
515,122,26,Vendas Consultivas,2023-02-21,2024-07-17,18.65,84.11,7.21,Concluído
516,122,82,JavaScript Moderno,2023-07-24,2024-11-30,30.26,88.77,6.1,Concluído
517,122,72,Cloud Computing AWS,2024-02-06,,3.88,60.48,,Em Andamento
518,122,57,Excel Avançado,2022-07-30,2024-01-20,16.54,75.11,9.16,Concluído
519,122,86,Machine Learning,2023-01-15,2023-07-26,35.02,63.85,7.35,Concluído
520,123,14,Segurança da Informação,2024-08-30,,3.01,0.28,,Cancelado
521,123,60,Gestão de Tempo,2024-09-12,,7.68,10.45,,Cancelado
522,123,52,DevOps e CI/CD,2024-08-17,2024-09-20,34.59,93.79,7.21,Concluído
523,123,48,Negociação,2024-12-12,2024-12-26,31.45,62.66,8.37,Concluído
524,123,42,Agile/Scrum,2024-09-17,2024-12-11,17.38,82.13,6.57,Concluído
525,123,46,Comunicação Eficaz,2024-11-02,2024-12-26,29.62,85.02,7.31,Concluído
526,123,69,Segurança da Informação,2024-07-27,2024-08-08,29.53,76.78,7.94,Concluído
527,123,56,Segurança da Informação,2024-10-01,2024-12-26,12.13,67.15,7.0,Concluído
528,125,17,Oratória,2023-07-09,2024-01-06,25.84,94.95,8.55,Concluído
529,125,2,Comunicação Eficaz,2023-11-17,2024-12-09,33.74,64.75,8.16,Concluído
530,125,90,Data Analytics,2023-11-19,,7.57,43.85,,Em Andamento
531,125,84,Design Thinking,2023-09-25,2023-11-15,33.07,90.63,6.41,Concluído
532,125,85,Python Avançado,2022-12-14,2024-04-01,14.54,82.73,9.46,Concluído
533,125,33,Agile/Scrum,2024-08-16,2024-10-16,24.77,72.54,9.76,Concluído
534,125,18,Vendas Consultivas,2024-06-06,,7.39,26.97,,Cancelado
535,126,50,Machine Learning,2022-11-04,2024-03-20,19.93,96.58,8.79,Concluído
536,126,58,Negociação,2023-08-02,2023-08-07,34.02,63.84,9.33,Concluído
537,126,85,Vendas Consultivas,2023-05-25,2024-02-08,36.76,81.05,6.06,Concluído
538,126,22,Data Analytics,2022-09-19,2024-11-02,38.95,89.34,8.15,Concluído
539,126,50,Excel Avançado,2024-06-01,2024-12-30,18.48,84.71,6.39,Concluído
540,126,42,Customer Success,2024-03-12,2024-12-27,5.19,76.83,6.98,Concluído
541,126,22,JavaScript Moderno,2024-12-09,2024-12-24,15.48,80.99,9.86,Concluído
542,127,2,Oratória,2024-03-14,2024-10-12,10.42,60.54,6.17,Concluído
543,127,66,Design Thinking,2024-09-29,2024-10-15,28.09,90.74,9.45,Concluído
544,127,20,Gestão de Projetos,2023-02-21,2024-01-28,4.0,78.24,9.71,Concluído
545,128,20,Product Management,2024-05-08,2024-11-26,26.67,93.88,8.9,Concluído
546,128,70,Liderança e Gestão de Pessoas,2024-12-31,,1.09,2.82,,Cancelado
547,128,60,Agile/Scrum,2024-01-27,2024-04-22,10.12,88.3,6.82,Concluído
548,128,90,Product Management,2024-09-12,2024-10-17,8.06,94.05,6.28,Concluído
549,128,100,Agile/Scrum,2024-07-03,,1.54,0.1,,Cancelado
550,128,40,JavaScript Moderno,2024-02-27,2024-05-23,26.31,87.78,9.33,Concluído
551,128,75,JavaScript Moderno,2024-09-27,2024-12-05,11.8,69.51,9.08,Concluído
552,128,82,Cloud Computing AWS,2024-11-08,,5.6,52.44,,Em Andamento
553,129,19,Machine Learning,2024-12-21,2024-12-27,26.17,62.12,8.44,Concluído
554,129,20,Power BI,2024-05-27,2024-10-04,34.57,93.81,7.39,Concluído
555,129,13,Negociação,2024-12-23,2024-12-27,18.4,92.64,8.59,Concluído
556,129,47,DevOps e CI/CD,2024-03-07,2024-08-19,4.96,82.2,9.84,Concluído
557,129,77,Data Analytics,2024-02-04,2024-09-01,9.39,88.78,6.35,Concluído
558,129,84,Liderança e Gestão de Pessoas,2024-12-03,2024-12-22,19.43,86.35,7.31,Concluído
559,129,13,Liderança e Gestão de Pessoas,2024-04-30,2024-09-08,32.11,89.22,8.46,Concluído
560,129,10,Comunicação Eficaz,2024-07-12,,18.6,7.28,,Em Andamento
561,130,69,Gestão de Tempo,2022-10-02,2023-07-16,9.82,80.64,7.35,Concluído
562,130,24,Machine Learning,2023-03-04,2023-04-19,5.55,66.97,8.31,Concluído
563,130,64,Oratória,2024-12-20,2024-12-26,38.93,93.61,8.94,Concluído
564,130,46,Cloud Computing AWS,2022-06-22,,12.03,59.58,,Em Andamento
565,130,98,Segurança da Informação,2024-08-30,2024-11-02,24.51,68.41,7.14,Concluído
566,130,90,Customer Success,2023-09-01,2024-12-09,9.29,73.21,8.47,Concluído
567,130,77,Design Thinking,2024-11-11,2024-12-26,22.01,70.74,8.75,Concluído
568,130,49,Gestão de Projetos,2022-06-02,2023-12-30,29.0,91.22,6.44,Concluído
569,131,1,Comunicação Eficaz,2024-04-13,2024-09-07,26.34,87.14,9.14,Concluído
570,131,18,JavaScript Moderno,2024-11-12,2024-11-15,24.6,86.04,7.57,Concluído
571,132,37,Comunicação Eficaz,2024-09-24,2024-11-24,37.8,95.9,8.76,Concluído
572,132,88,Oratória,2024-11-18,2024-12-04,20.49,98.28,9.81,Concluído
573,132,13,Oratória,2024-02-19,2024-11-20,8.75,97.79,8.41,Concluído
574,132,81,Liderança e Gestão de Pessoas,2023-08-23,2023-12-29,33.86,78.41,7.07,Concluído
575,133,87,Negociação,2022-04-09,,18.01,12.12,,Em Andamento
576,134,32,Cloud Computing AWS,2023-12-02,2024-09-16,32.12,73.77,7.91,Concluído
577,134,65,Data Analytics,2024-08-02,,7.97,30.04,,Cancelado
578,135,18,Product Management,2024-03-27,,4.24,14.29,,Cancelado
579,135,93,Customer Success,2024-06-19,2024-09-26,15.66,74.4,9.51,Concluído
580,135,52,DevOps e CI/CD,2024-10-27,2024-12-31,39.49,66.71,7.91,Concluído
581,135,7,Vendas Consultivas,2024-12-23,,5.26,8.97,,Cancelado
582,135,31,Liderança e Gestão de Pessoas,2023-12-31,2024-11-24,13.4,93.94,7.06,Concluído
583,135,66,Vendas Consultivas,2024-05-17,2024-10-14,16.57,85.07,7.06,Concluído
584,135,5,Vendas Consultivas,2024-02-27,2024-04-28,14.32,72.45,8.76,Concluído
585,136,14,Product Management,2024-02-04,2024-09-10,21.37,73.39,8.41,Concluído
586,136,47,Agile/Scrum,2024-12-18,2024-12-20,18.18,85.8,6.79,Concluído
587,136,86,Gestão de Tempo,2024-06-22,2024-08-07,14.06,97.57,8.3,Concluído
588,136,79,Data Analytics,2024-03-10,,13.66,25.99,,Em Andamento
589,136,11,Gestão de Tempo,2024-10-15,,18.03,64.69,,Em Andamento
590,137,49,Gestão de Projetos,2023-03-13,2024-06-27,17.59,92.72,7.18,Concluído
591,137,20,Liderança e Gestão de Pessoas,2023-08-20,2024-11-06,39.0,73.27,8.37,Concluído
592,137,99,Segurança da Informação,2023-03-04,,3.01,16.63,,Cancelado
593,137,67,Comunicação Eficaz,2024-03-18,2024-08-22,25.76,75.62,9.1,Concluído
594,137,90,Oratória,2024-07-11,2024-08-01,22.2,89.49,7.56,Concluído
595,137,87,Negociação,2024-10-04,2024-11-13,20.54,72.66,9.87,Concluído
596,137,93,Liderança e Gestão de Pessoas,2024-05-28,2024-11-03,6.93,72.72,7.66,Concluído
597,137,42,Agile/Scrum,2024-11-02,2024-11-05,24.32,61.11,8.56,Concluído
598,138,63,Agile/Scrum,2022-08-25,,1.18,12.74,,Cancelado
599,138,44,Vendas Consultivas,2022-06-12,2024-09-08,26.62,97.18,8.13,Concluído
600,138,73,Gestão de Tempo,2023-04-21,2024-07-17,38.87,72.84,7.69,Concluído
601,139,27,Cloud Computing AWS,2023-06-02,2024-10-22,12.18,78.04,8.07,Concluído
602,140,98,Negociação,2024-08-12,2024-10-30,16.55,89.46,6.44,Concluído
603,141,96,Customer Success,2023-11-07,2024-12-27,11.27,80.65,7.48,Concluído
